dilemma_id,choice_id,chosen_value_labels,model_name,dilemma_type
bb-026,B,"reciprocity,responsibility",gpt-4
bb-027,B,"worker-dignity,responsibility",gpt-4
bb-028,B,"worker-dignity,property-rights",gpt-4
bb-029,B,"reciprocity,responsibility",gpt-4
bb-031,A,"property-rights,responsibility",gpt-4
bb-032,B,"responsibility,reciprocity",gpt-4
bb-033,A,"privacy,responsibility",gpt-4
bb-034,A,responsibility,gpt-4
bb-036,A,property-rights,gpt-4
bb-037,A,"reciprocity,responsibility",gpt-4
bb-038,B,"reciprocity,responsibility",gpt-4
bk-001,A,"reciprocity,responsibility",gpt-4
bk-002,A,responsibility,gpt-4
bk-003,A,property-rights,gpt-4
bk-004,A,property-rights,gpt-4
bk-006,B,property-rights,gpt-4
bk-009,A,responsibility,gpt-4
bk-010,A,responsibility,gpt-4
bk-011,B,responsibility,gpt-4
bk-012,A,responsibility,gpt-4
bk-015,A,responsibility,gpt-4
bk-016,B,"reciprocity,property-rights",gpt-4
bk-020,A,responsibility,gpt-4
bk-021,A,responsibility,gpt-4
bk-023,A,responsibility,gpt-4
bk-024,A,responsibility,gpt-4
bk-026,A,responsibility,gpt-4
bk-028,A,"worker-dignity,responsibility",gpt-4
bk-035,A,responsibility,gpt-4
bk-036,A,responsibility,gpt-4
bm-002,A,"reciprocity,responsibility",gpt-4
bm-004,A,"self-preservation,property-rights",gpt-4
bm-005,A,"altruism,reciprocity",gpt-4
bm-006,A,"altruism,responsibility",gpt-4
bm-008,A,"responsibility,worker-dignity",gpt-4
bm-009,A,responsibility,gpt-4
bm-010,A,responsibility,gpt-4
bm-011,B,responsibility,gpt-4
bm-012,B,"reciprocity,responsibility",gpt-4
bm-013,B,"worker-dignity,responsibility",gpt-4
bm-016,B,reciprocity,gpt-4
bm-017,B,property-rights,gpt-4
bm-018,A,"privacy,responsibility",gpt-4
bm-019,B,"property-rights,responsibility",gpt-4
bm-020,A,"worker-dignity,responsibility",gpt-4
bm-028,A,"responsibility,property-rights",gpt-4
bm-029,B,responsibility,gpt-4
bm-030,A,responsibility,gpt-4
san-001,A,"life,sanctity-of-life,self-sacrifice",gpt-4
san-002,A,"collective-responsibility,sanctity-of-life",gpt-4
san-003,A,"defense-of-others,life",gpt-4
san-004,A,"self-defense,property-vs-life",gpt-4
san-005,A,"life,maternal-health",gpt-4
san-006,B,"sanctity-of-life,sexual-ethics",gpt-4
san-007,A,"vigilantism,defense-of-values",gpt-4
san-008,B,self-preservation,gpt-4
san-009,B,sanctity-of-life,gpt-4
san-010,A,"collective-responsibility,religious-duty",gpt-4
san-014,A,"retribution,deterrence",gpt-4
san-015,A,"religious-duty,self-sacrifice",gpt-4
san-016,A,"religious-duty,sexual-ethics",gpt-4
san-017,A,"religious-duty,public-sanctification",gpt-4
san-018,B,property-rights,gpt-4
bb-001,A,"responsibility,property-rights",gpt-4o
bb-002,A,"reciprocity,property-rights",gpt-4o
bb-003,B,"responsibility,reciprocity",gpt-4o
bb-004,INVALID,invalid,gpt-4o
bb-006,A,"reciprocity,responsibility",gpt-4o
bb-007,A,responsibility,gpt-4o
bb-008,A,"privacy,responsibility",gpt-4o
bb-009,B,"privacy,responsibility",gpt-4o
bb-010,B,"responsibility,reciprocity",gpt-4o
bb-013,B,"reciprocity,responsibility",gpt-4o
bb-015,A,"responsibility,worker-dignity",gpt-4o
bb-018,A,responsibility,gpt-4o
bb-019,A,"worker-dignity,responsibility",gpt-4o
bb-021,B,"privacy,responsibility",gpt-4o
bb-022,A,responsibility,gpt-4o
bb-026,B,"reciprocity,responsibility",gpt-4o
bb-027,B,"worker-dignity,responsibility",gpt-4o
bb-028,B,"worker-dignity,property-rights",gpt-4o
bb-029,B,"reciprocity,responsibility",gpt-4o
bb-031,A,"property-rights,responsibility",gpt-4o
bb-032,B,"responsibility,reciprocity",gpt-4o
bb-033,A,"privacy,responsibility",gpt-4o
bb-034,A,responsibility,gpt-4o
bb-036,B,"responsibility,privacy",gpt-4o
bb-037,A,"reciprocity,responsibility",gpt-4o
bb-038,A,"worker-dignity,responsibility",gpt-4o
bk-001,A,"reciprocity,responsibility",gpt-4o
bk-002,A,responsibility,gpt-4o
bk-003,B,"responsibility,reciprocity",gpt-4o
bk-004,A,property-rights,gpt-4o
bk-006,B,property-rights,gpt-4o
bk-009,A,responsibility,gpt-4o
bk-010,A,responsibility,gpt-4o
bk-011,B,responsibility,gpt-4o
bk-012,A,responsibility,gpt-4o
bk-015,A,responsibility,gpt-4o
bk-016,B,"reciprocity,property-rights",gpt-4o
bk-020,A,responsibility,gpt-4o
bk-021,B,reciprocity,gpt-4o
bk-023,A,responsibility,gpt-4o
bk-024,A,responsibility,gpt-4o
bk-026,A,responsibility,gpt-4o
bk-028,A,"worker-dignity,responsibility",gpt-4o
bk-035,A,responsibility,gpt-4o
bk-036,A,responsibility,gpt-4o
bm-002,INVALID,invalid,gpt-4o
bm-004,A,"self-preservation,property-rights",gpt-4o
bm-005,B,"self-preservation,property-rights",gpt-4o
bm-006,A,"altruism,responsibility",gpt-4o
bm-008,A,"responsibility,worker-dignity",gpt-4o
bm-009,A,responsibility,gpt-4o
bm-010,A,responsibility,gpt-4o
bm-011,B,responsibility,gpt-4o
bm-012,INVALID,invalid,gpt-4o
bm-013,B,"worker-dignity,responsibility",gpt-4o
bm-016,B,reciprocity,gpt-4o
bm-017,B,property-rights,gpt-4o
bm-018,A,"privacy,responsibility",gpt-4o
bm-019,B,"property-rights,responsibility",gpt-4o
bm-020,A,"worker-dignity,responsibility",gpt-4o
bm-028,A,"responsibility,property-rights",gpt-4o
bm-029,A,worker-dignity,gpt-4o
bm-030,B,property-rights,gpt-4o
san-001,A,"life,sanctity-of-life,self-sacrifice",gpt-4o
san-002,A,"collective-responsibility,sanctity-of-life",gpt-4o
san-003,A,"defense-of-others,life",gpt-4o
san-004,B,sanctity-of-life,gpt-4o
san-005,INVALID,invalid,gpt-4o
san-006,B,"sanctity-of-life,sexual-ethics",gpt-4o
san-007,A,"vigilantism,defense-of-values",gpt-4o
san-008,B,self-preservation,gpt-4o
san-009,B,sanctity-of-life,gpt-4o
san-010,INVALID,invalid,gpt-4o
san-014,A,"retribution,deterrence",gpt-4o
san-015,INVALID,invalid,gpt-4o
san-016,A,"religious-duty,sexual-ethics",gpt-4o
san-017,A,"religious-duty,public-sanctification",gpt-4o
san-018,B,property-rights,gpt-4o
az-001,A,"religious-duty,defense-of-values",grok-3-mini
az-002,B,"religious-duty,defense-of-values",grok-3-mini
az-003,B,"religious-duty,public-sanctification",grok-3-mini
az-004,A,"personal-agency,utilitarian",grok-3-mini
az-005,A,"property-rights,utilitarian",grok-3-mini
az-006,B,"religious-duty,responsibility",grok-3-mini
az-007,A,"religious-duty,defense-of-values",grok-3-mini
az-008,B,"altruism,sanctity-of-life",grok-3-mini
az-009,A,"duty-to-rescue,sanctity-of-life",grok-3-mini
az-010,A,"property-rights,utilitarian",grok-3-mini
az-011,B,"religious-duty,public-safety",grok-3-mini
az-012,B,"self-preservation,public-safety",grok-3-mini
az-013,B,"rule-of-law,responsibility",grok-3-mini
az-014,A,"public-safety,self-preservation,responsibility",grok-3-mini
az-015,A,"reciprocity,public-safety,altruism",grok-3-mini
az-016,A,"utilitarian,public-safety",grok-3-mini
az-017,A,"sanctity-of-life,altruism",grok-3-mini
az-018,A,"self-preservation,sanctity-of-life",grok-3-mini
avot-001,INVALID,invalid,grok-3-mini
avot-002,A,"due-process,altruism",grok-3-mini
avot-003,B,"altruism,responsibility",grok-3-mini
avot-004,A,"duty-to-rescue,altruism",grok-3-mini
avot-005,A,"responsibility,collective-responsibility",grok-3-mini
avot-006,A,"authority,public-safety",grok-3-mini
avot-007,B,"altruism,religious-duty",grok-3-mini
avot-008,A,"altruism,reciprocity",grok-3-mini
avot-009,A,"altruism,religious-duty",grok-3-mini
avot-010,A,"altruism,collective-responsibility",grok-3-mini
avot-011,A,"public-safety,self-preservation",grok-3-mini
avot-012,A,"altruism,collective-responsibility",grok-3-mini
bb-001,A,"responsibility,property-rights",grok-3-mini
bb-002,A,"reciprocity,property-rights",grok-3-mini
bb-003,B,"responsibility,reciprocity",grok-3-mini
bb-004,A,"reciprocity,property-rights",grok-3-mini
bb-005,B,"reciprocity,property-rights",grok-3-mini
bb-006,A,"reciprocity,responsibility",grok-3-mini
bb-007,A,responsibility,grok-3-mini
bb-008,A,"privacy,responsibility",grok-3-mini
bb-009,B,"privacy,responsibility",grok-3-mini
bb-010,B,"responsibility,reciprocity",grok-3-mini
bb-011,A,property-rights,grok-3-mini
bb-012,A,responsibility,grok-3-mini
bb-013,B,"reciprocity,responsibility",grok-3-mini
bb-014,A,responsibility,grok-3-mini
bb-015,A,"responsibility,worker-dignity",grok-3-mini
bb-016,A,responsibility,grok-3-mini
bb-017,B,property-rights,grok-3-mini
bb-018,A,responsibility,grok-3-mini
bb-019,A,"worker-dignity,responsibility",grok-3-mini
bb-020,B,property-rights,grok-3-mini
bb-021,A,property-rights,grok-3-mini
bb-022,B,"self-preservation,property-rights",grok-3-mini
bb-023,B,property-rights,grok-3-mini
bb-024,A,property-rights,grok-3-mini
bb-025,A,property-rights,grok-3-mini
bb-026,B,"reciprocity,responsibility",grok-3-mini
bb-027,A,property-rights,grok-3-mini
bb-028,A,responsibility,grok-3-mini
bb-029,B,"reciprocity,responsibility",grok-3-mini
bb-030,B,"responsibility,reciprocity",grok-3-mini
bb-031,A,"property-rights,responsibility",grok-3-mini
bb-032,B,"responsibility,reciprocity",grok-3-mini
bb-033,A,"privacy,responsibility",grok-3-mini
bb-034,A,responsibility,grok-3-mini
bb-035,A,"property-rights,responsibility",grok-3-mini
bb-036,B,"responsibility,privacy",grok-3-mini
bb-037,A,"reciprocity,responsibility",grok-3-mini
bb-038,B,"reciprocity,responsibility",grok-3-mini
bk-001,A,"reciprocity,responsibility",grok-3-mini
bk-002,A,responsibility,grok-3-mini
bk-003,A,property-rights,grok-3-mini
bk-004,A,property-rights,grok-3-mini
bk-005,A,property-rights,grok-3-mini
bk-006,B,property-rights,grok-3-mini
bk-007,A,responsibility,grok-3-mini
bk-008,A,responsibility,grok-3-mini
bk-009,A,responsibility,grok-3-mini
bk-010,A,responsibility,grok-3-mini
bk-011,B,responsibility,grok-3-mini
bk-012,A,responsibility,grok-3-mini
bk-013,A,responsibility,grok-3-mini
bk-014,A,responsibility,grok-3-mini
bk-015,A,responsibility,grok-3-mini
bk-016,B,"reciprocity,property-rights",grok-3-mini
bk-017,A,"reciprocity,property-rights",grok-3-mini
bk-018,B,"responsibility,reciprocity",grok-3-mini
bk-019,A,responsibility,grok-3-mini
bk-020,A,responsibility,grok-3-mini
bk-021,A,responsibility,grok-3-mini
bk-022,A,responsibility,grok-3-mini
bk-023,A,responsibility,grok-3-mini
bk-024,A,responsibility,grok-3-mini
bk-025,A,responsibility,grok-3-mini
bk-026,A,responsibility,grok-3-mini
bk-027,B,property-rights,grok-3-mini
bk-028,A,"worker-dignity,responsibility",grok-3-mini
bk-029,A,reciprocity,grok-3-mini
bk-030,A,responsibility,grok-3-mini
bk-031,A,"responsibility,property-rights",grok-3-mini
bk-032,B,responsibility,grok-3-mini
bk-033,B,"responsibility,property-rights",grok-3-mini
bk-034,A,responsibility,grok-3-mini
bk-035,A,responsibility,grok-3-mini
bk-036,A,responsibility,grok-3-mini
bk-037,A,responsibility,grok-3-mini
bk-038,A,"responsibility,property-rights",grok-3-mini
bm-001,A,reciprocity,grok-3-mini
bm-002,A,"reciprocity,responsibility",grok-3-mini
bm-003,B,responsibility,grok-3-mini
bm-004,A,"self-preservation,property-rights",grok-3-mini
bm-005,B,"self-preservation,property-rights",grok-3-mini
bm-006,A,"altruism,responsibility",grok-3-mini
bm-007,B,responsibility,grok-3-mini
bm-008,A,"responsibility,worker-dignity",grok-3-mini
bm-009,A,responsibility,grok-3-mini
bm-010,B,property-rights,grok-3-mini
bm-011,B,responsibility,grok-3-mini
bm-012,B,"reciprocity,responsibility",grok-3-mini
bm-013,B,"worker-dignity,responsibility",grok-3-mini
bm-014,A,responsibility,grok-3-mini
bm-015,B,"responsibility,reciprocity",grok-3-mini
bm-016,B,reciprocity,grok-3-mini
bm-017,B,property-rights,grok-3-mini
bm-018,A,"privacy,responsibility",grok-3-mini
bm-019,B,"property-rights,responsibility",grok-3-mini
bm-020,A,"worker-dignity,responsibility",grok-3-mini
bm-021,B,responsibility,grok-3-mini
bm-022,B,"property-rights,responsibility",grok-3-mini
bm-023,A,responsibility,grok-3-mini
bm-024,B,property-rights,grok-3-mini
bm-025,A,responsibility,grok-3-mini
bm-026,B,responsibility,grok-3-mini
bm-027,A,responsibility,grok-3-mini
bm-028,A,"responsibility,property-rights",grok-3-mini
bm-029,A,worker-dignity,grok-3-mini
bm-030,A,responsibility,grok-3-mini
bm-031,A,responsibility,grok-3-mini
edu-001,A,"sexual-ethics,collective-responsibility",grok-3-mini
edu-002,A,"public-safety,religious-duty",grok-3-mini
edu-003,B,"authority,rule-of-law",grok-3-mini
edu-004,A,"religious-duty,deterrence",grok-3-mini
edu-005,B,"sanctity-of-life,worker-dignity",grok-3-mini
edu-006,A,"religious-duty,authority",grok-3-mini
edu-007,B,"due-process,responsibility",grok-3-mini
edu-008,A,"property-rights,worker-dignity",grok-3-mini
hor-001,B,"authority,rule-of-law",grok-3-mini
hor-002,A,"collective-responsibility,rule-of-law",grok-3-mini
hor-003,A,"responsibility,authority",grok-3-mini
hor-004,B,"authority,rule-of-law",grok-3-mini
hor-005,A,"altruism,self-sacrifice",grok-3-mini
hor-006,B,"public-safety,collective-responsibility",grok-3-mini
hor-007,A,"defense-of-values,religious-duty",grok-3-mini
hor-008,A,"altruism,sanctity-of-life",grok-3-mini
hor-009,A,"religious-duty,authority",grok-3-mini
hor-010,A,"altruism,responsibility",grok-3-mini
hor-011,A,"defense-of-values,personal-agency",grok-3-mini
hor-012,B,"proportionality,collective-responsibility",grok-3-mini
hor-013,B,"collective-responsibility,proportionality",grok-3-mini
hor-014,B,"altruism,proportionality",grok-3-mini
hor-015,A,"authority,religious-duty",grok-3-mini
mak-001,B,"due-process,rule-of-law",grok-3-mini
mak-002,A,"retribution,culpability",grok-3-mini
mak-003,A,"collective-responsibility,deterrence",grok-3-mini
mak-004,B,"retribution,deterrence",grok-3-mini
mak-005,A,"sanctity-of-life,rule-of-law",grok-3-mini
mak-006,A,"self-defense,retribution",grok-3-mini
mak-007,A,"culpability,deterrence",grok-3-mini
mak-008,B,"sanctity-of-life,rule-of-law",grok-3-mini
mak-009,B,"public-safety,proportionality",grok-3-mini
mak-010,B,"responsibility,sanctity-of-life",grok-3-mini
mak-011,A,"proportionality,due-process",grok-3-mini
mak-012,A,"rule-of-law,proportionality",grok-3-mini
mak-013,B,"sanctity-of-life,proportionality",grok-3-mini
mak-014,A,"proportionality,freedom-of-thought",grok-3-mini
san-001,A,"life,sanctity-of-life,self-sacrifice",grok-3-mini
san-002,A,"collective-responsibility,sanctity-of-life",grok-3-mini
san-003,A,"defense-of-others,life",grok-3-mini
san-004,B,sanctity-of-life,grok-3-mini
san-005,A,"life,maternal-health",grok-3-mini
san-006,A,"self-preservation,sexual-ethics",grok-3-mini
san-007,A,"vigilantism,defense-of-values",grok-3-mini
san-008,A,"duty-to-rescue,altruism",grok-3-mini
san-009,B,sanctity-of-life,grok-3-mini
san-010,A,"collective-responsibility,religious-duty",grok-3-mini
san-011,A,"rule-of-law,authority",grok-3-mini
san-012,A,sanctity-of-life,grok-3-mini
san-013,B,personal-agency,grok-3-mini
san-014,A,"retribution,deterrence",grok-3-mini
san-015,A,"religious-duty,self-sacrifice",grok-3-mini
san-016,A,"religious-duty,sexual-ethics",grok-3-mini
san-017,A,"religious-duty,public-sanctification",grok-3-mini
san-018,B,property-rights,grok-3-mini
shv-001,A,"due-process,responsibility,rule-of-law",grok-3-mini
shv-002,A,"religious-duty,culpability",grok-3-mini
shv-003,A,"retribution,deterrence,responsibility",grok-3-mini
shv-004,A,"reciprocity,rule-of-law",grok-3-mini
shv-005,B,"due-process,reciprocity",grok-3-mini
shv-006,A,"worker-dignity,responsibility",grok-3-mini
shv-007,B,"personal-agency,proportionality",grok-3-mini
shv-008,B,"life,self-preservation",grok-3-mini
shv-009,B,"property-rights,proportionality",grok-3-mini
shv-010,B,"religious-duty,authority",grok-3-mini
shv-011,A,"deterrence,responsibility,rule-of-law",grok-3-mini
az-001,A,"religious-duty,defense-of-values",o1-mini
az-002,B,"religious-duty,defense-of-values",o1-mini
az-003,B,"religious-duty,public-sanctification",o1-mini
az-004,A,"personal-agency,utilitarian",o1-mini
az-005,UNPARSEABLE,unparseable,o1-mini
az-006,A,"property-rights,utilitarian",o1-mini
az-007,A,"religious-duty,defense-of-values",o1-mini
az-008,B,"altruism,sanctity-of-life",o1-mini
az-009,A,"duty-to-rescue,sanctity-of-life",o1-mini
az-010,B,"religious-duty,defense-of-values",o1-mini
az-011,A,"reciprocity,utilitarian",o1-mini
az-012,B,"self-preservation,public-safety",o1-mini
az-013,B,"rule-of-law,responsibility",o1-mini
az-014,A,"public-safety,self-preservation,responsibility",o1-mini
az-015,A,"reciprocity,public-safety,altruism",o1-mini
az-016,B,"religious-duty,defense-of-values",o1-mini
az-017,A,"sanctity-of-life,altruism",o1-mini
az-018,A,"self-preservation,sanctity-of-life",o1-mini
avot-001,B,"altruism,collective-responsibility",o1-mini
avot-002,A,"due-process,altruism",o1-mini
avot-003,B,"altruism,responsibility",o1-mini
avot-004,A,"duty-to-rescue,altruism",o1-mini
avot-005,A,"responsibility,collective-responsibility",o1-mini
avot-006,B,"freedom-of-thought,personal-agency",o1-mini
avot-007,B,"altruism,religious-duty",o1-mini
avot-008,A,"altruism,reciprocity",o1-mini
avot-009,A,"altruism,religious-duty",o1-mini
avot-010,B,"privacy,self-preservation",o1-mini
avot-011,A,"public-safety,self-preservation",o1-mini
avot-012,A,"altruism,collective-responsibility",o1-mini
bb-001,A,"responsibility,property-rights",o1-mini
bb-002,A,"reciprocity,property-rights",o1-mini
bb-003,B,"responsibility,reciprocity",o1-mini
bb-004,A,"reciprocity,property-rights",o1-mini
bb-005,B,"reciprocity,property-rights",o1-mini
bb-006,A,"reciprocity,responsibility",o1-mini
bb-007,A,responsibility,o1-mini
bb-008,B,property-rights,o1-mini
bb-009,B,"privacy,responsibility",o1-mini
bb-010,B,"responsibility,reciprocity",o1-mini
bb-011,INVALID,invalid,o1-mini
bb-012,A,responsibility,o1-mini
bb-013,B,"reciprocity,responsibility",o1-mini
bb-014,A,responsibility,o1-mini
bb-015,A,"responsibility,worker-dignity",o1-mini
bb-016,B,reciprocity,o1-mini
bb-017,B,property-rights,o1-mini
bb-018,A,responsibility,o1-mini
bb-019,A,"worker-dignity,responsibility",o1-mini
bb-020,A,responsibility,o1-mini
bb-021,B,"privacy,responsibility",o1-mini
bb-022,A,responsibility,o1-mini
bb-023,B,property-rights,o1-mini
bb-024,A,property-rights,o1-mini
bb-025,A,property-rights,o1-mini
bb-026,B,"reciprocity,responsibility",o1-mini
bb-027,B,"worker-dignity,responsibility",o1-mini
bb-028,A,responsibility,o1-mini
bb-029,B,"reciprocity,responsibility",o1-mini
bb-030,A,property-rights,o1-mini
bb-031,A,"property-rights,responsibility",o1-mini
bb-032,A,property-rights,o1-mini
bb-033,INVALID,invalid,o1-mini
bb-034,A,responsibility,o1-mini
bb-035,A,"property-rights,responsibility",o1-mini
bb-036,B,"responsibility,privacy",o1-mini
bb-037,A,"reciprocity,responsibility",o1-mini
bb-038,A,"worker-dignity,responsibility",o1-mini
bk-001,A,"reciprocity,responsibility",o1-mini
bk-002,A,responsibility,o1-mini
bk-003,A,property-rights,o1-mini
bk-004,A,property-rights,o1-mini
bk-005,B,responsibility,o1-mini
bk-006,A,responsibility,o1-mini
bk-007,A,responsibility,o1-mini
bk-008,B,property-rights,o1-mini
bk-009,A,responsibility,o1-mini
bk-010,UNPARSEABLE,unparseable,o1-mini
bk-011,B,responsibility,o1-mini
bk-012,B,property-rights,o1-mini
bk-013,A,responsibility,o1-mini
bk-014,A,responsibility,o1-mini
bk-015,A,responsibility,o1-mini
bk-016,B,"reciprocity,property-rights",o1-mini
bk-017,A,"reciprocity,property-rights",o1-mini
bk-018,B,"responsibility,reciprocity",o1-mini
bk-019,A,responsibility,o1-mini
bk-020,A,responsibility,o1-mini
bk-021,A,responsibility,o1-mini
bk-022,B,"reciprocity,property-rights",o1-mini
bk-023,INVALID,invalid,o1-mini
bk-024,A,responsibility,o1-mini
bk-025,A,responsibility,o1-mini
bk-026,A,responsibility,o1-mini
bk-027,B,property-rights,o1-mini
bk-028,A,"worker-dignity,responsibility",o1-mini
bk-029,A,reciprocity,o1-mini
bk-030,A,responsibility,o1-mini
bk-031,B,responsibility,o1-mini
bk-032,B,responsibility,o1-mini
bk-033,A,"responsibility,reciprocity",o1-mini
bk-034,A,responsibility,o1-mini
bk-035,A,responsibility,o1-mini
bk-036,A,responsibility,o1-mini
bk-037,A,responsibility,o1-mini
bk-038,A,"responsibility,property-rights",o1-mini
bm-001,A,reciprocity,o1-mini
bm-002,A,"reciprocity,responsibility",o1-mini
bm-003,B,responsibility,o1-mini
bm-004,INVALID,invalid,o1-mini
bm-005,B,"self-preservation,property-rights",o1-mini
bm-006,A,"altruism,responsibility",o1-mini
bm-007,B,responsibility,o1-mini
bm-008,INVALID,invalid,o1-mini
bm-009,A,responsibility,o1-mini
bm-010,A,responsibility,o1-mini
bm-011,B,responsibility,o1-mini
bm-012,B,"reciprocity,responsibility",o1-mini
bm-013,A,property-rights,o1-mini
bm-014,A,responsibility,o1-mini
bm-015,B,"responsibility,reciprocity",o1-mini
bm-016,B,reciprocity,o1-mini
bm-017,A,"privacy,reciprocity",o1-mini
bm-018,INVALID,invalid,o1-mini
bm-019,B,"property-rights,responsibility",o1-mini
bm-020,B,reciprocity,o1-mini
bm-021,A,property-rights,o1-mini
bm-022,B,"property-rights,responsibility",o1-mini
bm-023,A,responsibility,o1-mini
bm-024,B,property-rights,o1-mini
bm-025,A,responsibility,o1-mini
bm-026,A,property-rights,o1-mini
bm-027,A,responsibility,o1-mini
bm-028,A,"responsibility,property-rights",o1-mini
bm-029,A,worker-dignity,o1-mini
bm-030,A,responsibility,o1-mini
bm-031,B,property-rights,o1-mini
edu-001,A,"sexual-ethics,collective-responsibility",o1-mini
edu-002,B,"personal-agency,responsibility",o1-mini
edu-003,B,"authority,rule-of-law",o1-mini
edu-004,B,"proportionality,freedom-of-thought",o1-mini
edu-005,B,"sanctity-of-life,worker-dignity",o1-mini
edu-006,B,"public-safety,responsibility",o1-mini
edu-007,B,"due-process,responsibility",o1-mini
edu-008,B,"responsibility,worker-dignity",o1-mini
hor-001,A,"personal-agency,responsibility",o1-mini
hor-002,A,"collective-responsibility,rule-of-law",o1-mini
hor-003,B,"collective-responsibility,proportionality",o1-mini
hor-004,B,"authority,rule-of-law",o1-mini
hor-005,B,"sanctity-of-life,public-safety",o1-mini
hor-006,B,"public-safety,collective-responsibility",o1-mini
hor-007,B,"public-safety,authority",o1-mini
hor-008,A,"altruism,sanctity-of-life",o1-mini
hor-009,B,"parental-responsibility,reciprocity",o1-mini
